id,role,c_suite,role_classified1,role_classified2,role_classified3,unsure,
2242,Chief Information and Communication Technology Officer,1,,,,,
2243,Chief Information and Communications Officer,1,,,,,
2244,Chief Information and Communications Technology Officer,1,,,,,
2245,Chief Information and Compliance Officer,1,,,,,
2246,Chief Information and Digital Enablement Officer,1,,,,,
2247,Chief Information and Digital Officer,1,pos_Cdig,pos_CIO,,,
2248,Chief Information and Ecommerce Officer,1,pos_Cdig,,,,
2249,Chief Information and Engineering Officer,1,pos_Cdig,pos_Ceng,,,
2250,Chief Information and Global Sourcing Officer,1,pos_Cdig,pos_Cmer,,,
2251,Chief Information and Human Resource Officer,1,pos_Cdig,pos_CHRO,,,
2252,Chief Information and Human Resources Officer,1,pos_Cdig,pos_CHRO,,,
2253,Chief Information and Infrastructure Officer,1,pos_Cdig,,,,
2254,Chief Information and Integrated Services Officer,1,pos_Cdig,,,,
2255,Chief Information and Knowledge Management Officer,1,pos_Cdig,pos_CKO,,,
2256,Chief Information and Operations Officer,1,pos_Cdig,pos_COO,,,
2257,Chief Information and Performance Officer,1,pos_Cdig,??,,,
2258,Chief Information and Personnel Officer,1,pos_Cdig,pos_CHRO,,,
2259,Chief Information and Practice Support Officer,1,pos_Cdig,,,,
2260,Chief Information and Process Officer,1,pos_Cdig,pos_COO,,,
2261,Chief Information and Product Officer,1,pos_Cdig,pos_CPO,,,
2262,Chief Information and Safety Officer,1,pos_Cdig,pos_CSO_saf,,,
2263,Chief Information and Security Officer,1,pos_Cdig,pos_CSO_sec,,,
2264,Chief Information and Services Officer,1,pos_Cdig,??,,,
2265,Chief Information and Supply Chain Officer,1,pos_Cdig,??,,,
2266,Chief Information and Technology Officer,1,pos_Cdig,pos_CTO,,,
2267,Chief Information and Transformation Officer,1,pos_Cdig,pos_Cbus_dev,,,
2268,Chief Infra Services Officer,1,,,,1,
2269,Chief Infrastructure Officer,1,,,,1,
2270,Chief Infrastructure and Administration officer,1,pos_CAO,,,,
2271,Chief Infrastructure and Information Security Officer,1,pos_CSO_sec,,,,
2272,Chief Ingredients Officer,1,,,,1,
2273,Chief Innovability Officer,1,pos_Cinn,,,,
2274,Chief Innovation & Client Solutions Officer,1,pos_Cinn,pos_Ccon,,1,
2275,Chief Innovation & Design Officer,1,pos_Cinn,pos_Cdes,,,
2276,Chief Innovation & Financial Officer,1,pos_Cinn,pos_CFO,,,
2277,Chief Innovation & Integration Officer,1,pos_Cinn,??,,,
2278,Chief Innovation & Marketing Officer,1,pos_Cinn,pos_CMO,,,
2279,Chief Innovation & Media Officer,1,pos_Cinn,pos_Ccom,,,
2280,Chief Innovation & Operations Officer,1,pos_Cinn,pos_COO,,,
2281,Chief Innovation & Partnership Officer,1,pos_Cinn,??,,,
2282,Chief Innovation & Product Officer,1,pos_Cinn,pos_CPO,,,
2283,Chief Innovation & Science Officer,1,pos_Cinn,pos_CSci,,,
2284,Chief Innovation & Sustainability Officer,1,pos_Cinn,pos_CSO_sus,,,
2285,Chief Innovation & Technology Officer,1,pos_Cinn,pos_CTO,,,
2286,Chief Innovation & Value Officer,1,pos_Cinn,??,,,
2287,Chief Innovation Counsel,0,,,,,
2288,Chief Innovation Data & Digital Officer,1,pos_CDO,pos_Cdig,,,
2289,Chief Innovation Engineer,0,,,,,
2290,Chief Innovation Leader,0,,,,,
2291,Chief Innovation Manager,0,,,,,
2292,Chief Innovation Marketing and Technology Officer,1,pos_CMO,pos_CTO,,,
2293,Chief Innovation Officer,,pos_Cinn,,,,
2294,Chief Innovation Officer (Representative Director),,pos_Cinn,,,,
2295,Chief Innovation Strategist,0,,,,,
2296,Chief Innovation Sustainability & Quality Officer,1,pos_Cinn,,,,
2297,Chief Innovation Technology & Quality Officer,1,pos_CTO,,,,
2298,Chief Innovation Technology and Product Management Officer,1,pos_CTO,,,,
2299,Chief Innovation and Business Officer,1,pos_Cinn,pos_CBus,,,
2300,Chief Innovation and Business Solutions Officer,1,pos_Cinn,pos_Cbus_dev,,,
2301,Chief Innovation and Cloud Officer,1,pos_Cinn,,,,
2302,Chief Innovation and Culture Officer,1,pos_Cinn,pos_Ccul,,,
2303,Chief Innovation and Customer Success Officer,1,pos_Cinn,pos_Ccon,,,
2304,Chief Innovation and Design Officer,1,pos_Cinn,pos_Cdes,,,
2305,Chief Innovation and Financial Inclusion Officer,1,pos_Cinn,??,,,
2306,Chief Innovation and Inclusion Officer,1,pos_Cinn,pos_CDiv,,,
2307,Chief Innovation and InfoSec Officer,1,pos_Cinn,??,,,
2308,Chief Innovation and Product Officer,1,pos_Cinn,pos_CPO,,,
2309,Chief Innovation and Quality Officer,1,pos_Cinn,,,,
2310,Chief Innovation and Strategic Investment Officer,1,pos_Cinn,pos_CInvest,,,
2311,Chief Innovation and Sustainability Officer,1,pos_Cinn,pos_CSO_sus,,,
2312,Chief Innovation and Technology Officer,1,pos_Cinn,pos_CTO,,,
2313,Chief Innovation officer,1,pos_Cinn,,,,
2314,Chief Innovator,0,,,,,
2315,Chief Insight & Integration Officer,1,,,,1,
2316,Chief Insight Officer,1,,,,1,
2317,Chief Insights & Analytics Officer,1,pos_CDO,??,,,
2318,Chief Insights & Marketing Officer,1,pos_CMO,??,,1,
2319,Chief Insights and Technology Officer,1,pos_CTO,,,,
2320,Chief Insolvency Officer,1,,,,1,
2321,Chief Inspector,0,,,,,
2322,Chief Inspectorate Officer,,,,,1,
2323,Chief Inspiration Officer,1,,,,1,
2324,Chief Instigation Officer,1,,,,1,
2325,Chief Institutional Affairs and External Communications Officer,1,pos_Ccom,,,,
2326,Chief Institutional Banking Officer,1,pos_Cban,,,,
2327,Chief Institutional Business Officer,1,pos_CBus,,,,
2328,Chief Institutional Mortgage Banking Officer,1,pos_Cban,,,,
2329,Chief Institutional Officer,1,,,,1,
2330,Chief Institutional Relations,,,,,1,
2331,Chief Institutional Relations Officer,,,,,1,
2332,Chief Institutional Relations and Sustainability Officer,1,pos_CSO_sus,??,,,
2333,Chief Instruction Officer,1,,,,1,
2334,Chief Instructor,0,,,,,
2335,Chief Insurance Analyst,0,,,,,
2336,Chief Insurance Business Officer,1,pos_CBus,,,,
2337,Chief Insurance Counsel,0,,,,,
2338,Chief Insurance Officer,1,,,,1,
2339,Chief Insurance Operations Officer,1,pos_COO,,,,
2340,Chief Insurance Risk Officer,1,pso_CRisk,,,,
2341,Chief Insurance and Asset Management Officer,1,,,,1,
2342,Chief Integrated Product Officer,1,pos_CPO,,,,
2343,Chief Integrated Supply Chain Officer,1,,,,1,
2344,Chief Integration & Divestiture Management Officer,1,pos_CIO,,,,
2345,Chief Integration & Performance Officer,1,pos_CIO,,,,
2346,Chief Integration & Relationship Officer,1,pos_CIO,,,,
2347,Chief Integration & Transition Officer,1,pos_CIO,,,,
2348,Chief Integration Officer,1,pos_CIO,,,,
2349,Chief Integration Partner,0,,,,,
2350,Chief Integration Synergy Officer (Representative Director),1,,,,1,
2351,Chief Integration and Supply Chain Transformation Officer,1,pos_CIO,,,,
2352,Chief Integrity & Governance Officer,1,pos_Cethics,pos_CGov,,,
2353,Chief Integrity Officer,1,pos_Cethics,,,,
2354,Chief Integrity and Assurance Officer,1,pos_Cethics,,,,
2355,Chief Intellectual Property & Regulatory Officer,1,pos_CGov,,,,
2356,Chief Intellectual Property Counsel,0,,,,,
2357,Chief Intellectual Property Officer,1,,,,1,
2358,Chief Intelligence Officer,0,,,,,
2359,Chief Intelligence Strategist,0,,,,,
2360,Chief Intelligent Manufacturing Officer,1,,,,1,
2361,Chief Interaction Officer,pos_CIO,,,,,
2362,Chief Intergovernmental Affairs Officer,1,,,,1,
2363,Chief Intermodal Officer,1,,,,1,
2364,Chief Internal Audit,0,,,,,
2365,Chief Internal Audit Executive,1,pos_CAE,,,,
2366,Chief Internal Audit Officer,1,pos_CAE,,,,
2367,Chief Internal Audit and Risk Management Officer,1,pos_CAE,pso_CRisk,,,
2368,Chief Internal Auditing Officer,1,pso_CRisk,,,,
2369,Chief Internal Auditor,0,,,,,
2370,Chief Internal Auditor Designate,0,,,,,
2371,Chief Internal Control & Audit Officer,1,pso_CRisk,pos_CAE,,,
2372,Chief Internal Control Officer,1,pos_CAE,,,,
2373,Chief Internal Control and Financial Planning Officer,1,pos_CAE,,,,
2374,Chief Internal Governance Officer,1,pos_CGov,,,,
2375,Chief Internal Inspector,0,,,,,
2376,Chief Internal Officer,1,pos_CAE,,,,
2377,Chief Internal Operations Officer,1,pos_COO,,,,
2378,Chief International & Development Officer,1,,,,,
2379,Chief International Affairs Officer,1,,,,1,
2380,Chief International Assets Officer,1,,,,1,
2381,Chief International Banking Officer,1,pos_Cban,,,,
2382,Chief International Business Development Officer,1,pos_Cbus_dev,,,,
2383,Chief International Business Officer,1,pos_CBus,,,,
2384,Chief International Commercial Officer,1,pos_CComm,,,,
2385,Chief International Compliance Officer,1,pos_CCO_comp,,,,
2386,Chief International Development Officer,1,pos_Cdev,,,,
2387,Chief International Division Officer,1,,,,1,
2388,Chief International Legal Officer,1,pos_CLegal,,,,
2389,Chief International Marketing Officer,1,pos_CMO,,,,
2390,Chief International Officer,1,,,,1,
2391,Chief International Operations Officer,1,pos_COO,,,,
2392,Chief International Ventures Officer,1,,,,1,
2393,Chief International and Business Development Officer,1,pos_Cbus_dev,,,,
2394,Chief International and Wholesale Officer,1,,,,1,
2395,Chief Internet Architect,0,,,,,
2396,Chief Internet Evangelist,0,,,,,
2397,Chief Internet Officer,1,pos_Cdig,,,,
2398,Chief Internet Solutions Officer,1,pos_CIT,,,,
2399,Chief Inventor,0,,,,,
2400,Chief Investigator,0,,,,,
2401,Chief Investment & Corporate Advisory Officer,1,pos_CInvest,,,,
2402,Chief Investment & Information Officer,,pos_CInvest,pos_CIO,,,
2403,Chief Investment & Innovation Officer,,pos_CInvest,pos_Cinn,,,
2404,Chief Investment & Strategy Officer,,pos_CInvest,pos_CStrat,,,
2405,Chief Investment & Treasury Officer,,pos_CInvest,??,,,
2406,Chief Investment & Trust Officer,,pos_CInvest,??,,,
2407,Chief Investment Adviser,0,,,,,
2408,Chief Investment Advisor,0,,,,,
2409,Chief Investment Banking Officer,1,pos_Cban,,,,
2410,Chief Investment Commentator,0,,,,,
2411,Chief Investment Controller,0,,,,,
2412,Chief Investment Director,0,,,,,
2413,Chief Investment Management Director,0,,,,,
2414,Chief Investment Management Officer,1,,,,1,
2415,Chief Investment Manager,0,,,,,
2416,Chief Investment Officer,1,pos_CInvest,,,,
2417,Chief Investment Operating Officer,1,pos_COO,,,,
2418,Chief Investment Operations Officer,1,pos_COO,,,,
2419,Chief Investment Partner,0,,,,,
2420,Chief Investment Process Officer,1,pos_CInvest,,,,
2421,Chief Investment Risk Officer,1,pso_CRisk,,,,
2422,Chief Investment Security Officer,1,pos_CSO_sec,,,,
2423,Chief Investment Services Officer,1,,,,1,
2424,Chief Investment Strategist,0,,,,,
2425,Chief Investment Strategy Officer,1,pos_CInvest,,,,
2426,Chief Investment and Administrative Officer,1,pos_CInvest,,,,
2427,Chief Investment and Asset Management Officer,,pos_CInvest,,,,
2428,Chief Investment and Asset Officer,,pos_CInvest,,,,
2429,Chief Investment and Corporate Relations Officer,,pos_CInvest,pos_CCAO,,,
2430,Chief Investment and Digital Transformation Officer,,pos_CInvest,pos_Cdig,,,
2431,Chief Investment and Innovation Officer,,pos_CInvest,pos_Cinn,,,
2432,Chief Investment and Investors Relations Officer,,pos_CInvest,,,,
2433,Chief Investment and Pension Officer,,pos_CInvest,,,,
2434,Chief Investment and Risk Officer,,pos_CInvest,pso_CRisk,,,
2435,Chief Investment and Sales Officer,,pos_CInvest,pos_CSO_sal,,,
2436,Chief Investment and Strategy Officer,,pos_CInvest,pos_CStrat,,,
2437,Chief Investment and Technology Officer,,pos_CInvest,pos_CTO,,,
2438,Chief Investment and Trust Services Manager,,pos_CInvest,,,,
2439,Chief Investments,,pos_CInvest,,,,
2440,Chief Investments Technology Officer,,pos_CTO,,,,
2441,Chief Investor & Industry Relations Officer,1,,,,1,
2442,Chief Investor Officer,1,,,,1,
2443,Chief Investor Relation Officer,1,,,,1,
2444,Chief Investor Relations & Corporate Affairs Officer,1,pos_CCAO,??,,,
2445,Chief Investor Relations & Investment Officer,1,pos_CInvest,??,,,
2446,Chief Investor Relations & Strategy Officer,1,pos_CStrat,??,,,
2447,Chief Investor Relations Officer,1,,,,1,
2448,Chief Investor Relations and Communications Officer,1,pos_Ccom,??,,,
2449,Chief Investor Relations and Corporate Communications Officer,1,pos_Ccom,??,,,
2450,Chief Investor Relations and Sustainability Officer,1,pos_CSO_sus,??,,,
2451,Chief Investors Officer,1,,,,1,
2452,Chief Iron Making Officer,1,,,,1,
2453,Chief Islamic Banking Officer,1,pos_Cban,,,,
2454,Chief Judge,0,,,,,
2455,Chief Knowledge Management & Practice Services Officer,1,pos_CKO,,,,
2456,Chief Knowledge Management Officer,1,pos_CKO,,,,
2457,Chief Knowledge Officer,1,pos_CKO,,,,
2458,Chief Knowledge Services Officer,1,pos_CKO,,,,
2459,Chief Knowledge Strategy Officer,1,pos_CKO,,,,
2460,Chief Knowledge and Client Value Officer,1,pos_CKO,pos_Ccon,,,
2461,Chief Knowledge and Information Officer,1,pos_CKO,pos_CIO,,,
2462,Chief Knowledge and Innovation Officer,1,pos_CKO,pos_Cinn,,,
2463,Chief Knowledge and Transformation Officer,1,pos_CKO,,,,
2464,Chief Labor & Employment Counsel,0,pos_CCounsel,,,,
2465,Chief Labor Relations Officer,1,pos_CHRO,,,,
2466,Chief Laboratory Officer,1,,,,1,
2467,Chief Land Registrar,0,,,,,
2468,Chief Landscape Architect,0,,,,,
2469,Chief Large Format & Online Retail Officer,1,,,,1,
2470,Chief Lateral Partner Recruitment Officer,1,pos_CTal,,,,
2471,Chief Law Office,0,,,,,
2472,Chief Law Officer,,,,,1,
2473,Chief Lawyer Development Officer,1,,,,1,
2474,Chief Leadership Development Officer,1,,,,1,
2475,Chief Leadership Officer,1,,,,1,
2476,Chief Leadership and Human Resources Officer,1,pos_CHRO,,,,
2477,Chief Learning Officer,1,,,,1,
2478,Chief Learning Scientist,0,,,,,
2479,Chief Learning Strategist,0,,,,,
2480,Chief Learning and Development Officer,1,pos_Cdev,??,,,
2481,Chief Learning and Diversity Officer,1,pos_CDiv,??,,,
2482,Chief Learning and Enablement Officer,1,,,,1,
2483,Chief Leasing Officer,1,,,,1,
2484,Chief Legal,1,pos_CLegal,,,,
2485,Chief Legal & Administrative Officer,,pos_CLegal,pos_CAO,,,
2486,Chief Legal & Anti-Money Laundering Officer,,pos_CLegal,pos_CGov,,,
2487,Chief Legal & Bank Risk Officer,,pos_CLegal,pso_CRisk,,,
2488,Chief Legal & CSR Officer,,pos_CLegal,pos_CSO_sus,,,
2489,Chief Legal & Compliance Officer,,pos_CLegal,pos_CCO_comp,,,
2490,Chief Legal & Development Officer,,pos_CLegal,pos_Cbus_dev,,,
2491,Chief Legal & Franchise Officer,,pos_CLegal,,,,
2492,Chief Legal & Governance Officer,,pos_CLegal,pos_CGov,,,
2493,Chief Legal & HR Officer,,pos_CLegal,pos_CHRO,,,
2494,Chief Legal & Human Resource Officer,,pos_CLegal,pos_CHRO,,,
2495,Chief Legal & Insurance Officer,,pos_CLegal,,,,
2496,Chief Legal & Investor Relations Officer,,pos_CLegal,,,,
2497,Chief Legal & People Officer,,pos_CLegal,pos_CHRO,,,
2498,Chief Legal & Privacy Officer,,pos_CLegal,pos_CSO_sec,,,
2499,Chief Legal & Regulatory Affairs Officer,,pos_CLegal,pos_CGov,,,
2500,Chief Legal & Regulatory Officer,,pos_CLegal,pos_CGov,,,
2501,Chief Legal & Risk Officer,,pos_CLegal,pso_CRisk,,,
2502,Chief Legal & Strategic Engagement Officer,,pos_CLegal,pos_CStrat,,,
2503,Chief Legal & Strategic Solutions Officer,,pos_CLegal,pos_CStrat,,,
2504,Chief Legal & Strategy Officer,,pos_CLegal,pos_CStrat,,,
2505,Chief Legal & Support Officer,,pos_CLegal,??,,,
2506,Chief Legal & Sustainability Officer,,pos_CLegal,pos_CSO_sus,,,
2507,Chief Legal & Tax Planning Officer,,pos_CLegal,,,,
2508,Chief Legal & Transformation Officer,,pos_CLegal,pos_Cbus_dev,,,
2509,Chief Legal Administrative and Compliance Officer,2,pos_CAO,pos_CCO_comp,,,
2510,Chief Legal Adviser,0,,,,,
2511,Chief Legal Advisor,0,,,,,
2512,Chief Legal Affairs Officer,1,pos_CLegal,,,,
2513,Chief Legal Affairs and Procurement Officer,1,pos_CLegal,,,,
2514,Chief Legal Audit & Compliance Officer,1,pos_CAE,pos_CCO_comp,,,
2515,Chief Legal Communications & HR Officer,1,pos_Ccom,pos_CHRO,,,
2516,Chief Legal Compliance,1,pos_CCO_comp,,,,
2517,Chief Legal Compliance Officer,1,pos_CCO_comp,,,,
2518,Chief Legal Compliance and Corporate Affairs Officer,1,pos_CCO_comp,pos_CCAO,,,
2519,Chief Legal Compliance and Privacy Officer,1,pos_CCO_comp,pos_CSO_sec,,,
2520,Chief Legal Compliance and Safety Officer,1,pos_CCO_comp,pos_CSO_saf,,,
2521,Chief Legal Compliance and Sustainability Officer,1,pos_CCO_comp,pos_CSO_sus,,,
2522,Chief Legal Counsel,0,pos_CCounsel,,,,
2523,Chief Legal Counsel & Compliance Officer,1,pos_CCounsel,pos_CCO_comp,,,
2524,Chief Legal Development and Administrative Officer,1,pos_CLegal,,,,
2525,Chief Legal Ethics Officer,1,pos_Cethics,,,,
2526,Chief Legal Government Affairs & Communications Officer,1,pos_CLegal,pos_CCAO,,,
2527,Chief Legal Government and Corporate Affairs Officer,,pos_CLegal,pos_CCAO,,,
2528,Chief Legal HR & Compliance Officer,1,pos_CCO_comp,pos_CHRO,,,
2529,Chief Legal Innovation Counsel,0,pos_CCounsel,,,,
2530,Chief Legal Innovation Officer,1,pos_Cinn,,,,
2531,Chief Legal Officer,1,pos_CLegal,,,,
2532,Chief Legal Officer & Public Affairs,1,pos_CLegal,pos_CPR,,,
2533,Chief Legal Officer (Representative Executive Officer),1,pos_CLegal,,,,
2534,Chief Legal Officer Emeritus,,,,,1,
2535,Chief Legal Operations Officer,,,,,,
2536,Chief Legal Personnel Officer,1,pos_CHRO,,,,
2537,Chief Legal Personnel and Development Officer,1,pos_CHRO,,,,
2538,Chief Legal Personnel and Recruitment Officer,1,pos_CHRO,pos_CTal,,,
2539,Chief Legal Practice Administrative Officer,1,pos_CAO,,,,
2540,Chief Legal Project Management Officer,1,,,,1,
2541,Chief Legal Regulatory & Corporate Affairs Officer,1,pos_CCAO,pos_CGov,,,
2542,Chief Legal Risk & Compliance Officer,1,pos_CCO_comp,pso_CRisk,,,
2543,Chief Legal Risk & Corporate Affairs Officer,1,pso_CRisk,pos_CCAO,,,
2544,Chief Legal Risk & Security Officer,1,pso_CRisk,pos_CSO_sec,,,
2545,Chief Legal Risk Officer,1,pso_CRisk,,,,
2546,Chief Legal Risk and Compliance Officer,1,pso_CRisk,pos_CCO_comp,,,
2547,Chief Legal Strategist,0,,,,,
2548,Chief Legal Talent & Inclusion Officer,1,pos_CTal,pos_CDiv,,,
2549,Chief Legal Talent Officer,1,pos_CTal,,,,
2550,Chief Legal Talent Partner,0,,,,,
2551,Chief Legal Talent and Sustainability Officer,1,pos_CTal,pos_CSO_sus,,,
2552,Chief Legal Technology Solutions Officer,1,pos_CTO,,,,
2553,Chief Legal and Administration Officer,1,pos_CAO,,,,
2554,Chief Legal and Administrative Officer,1,pos_CAO,pos_CLegal,,,
2555,Chief Legal and Assurance Officer,1,pos_CLegal,,,,
2556,Chief Legal and Commercial Counsel,0,,,,,
2557,Chief Legal and Commercial Officer,1,pos_CLegal,pos_CComm,,,
2558,Chief Legal and Communications Officer,1,pos_CLegal,pos_Ccom,,,
2559,Chief Legal and Compliance Officer,1,pos_CLegal,pos_CCO_comp,,,
2560,Chief Legal and Control Officer,1,pos_CLegal,??,,,
2561,Chief Legal and Corporate Affairs Officer,1,pos_CLegal,pos_CCAO,,,
2562,Chief Legal and Corporate Management Officer,1,pos_CLegal,,,,
2563,Chief Legal and Corporate Officer,1,pos_CLegal,pos_CEO,,,
2564,Chief Legal and Corporate Operations Officer,1,pos_CLegal,pos_COO,,,
2565,Chief Legal and Corporate Resources Officer,1,pos_CLegal,??,,,
2566,Chief Legal and Corporate Services Officer,1,pos_CLegal,??,,,
2567,Chief Legal and Development Officer,1,pos_CLegal,pos_Cbus_dev,,,
2568,Chief Legal and External Affairs Officer,1,pos_CLegal,pos_CPR,,,
2569,Chief Legal and Financial Officer,1,pos_CLegal,pos_CFO,,,
2570,Chief Legal and Franchise Officer,1,pos_CLegal,??,,,
2571,Chief Legal and Governance Officer,1,pos_CLegal,pos_CGov,,,
2572,Chief Legal and Government Affairs Officer,1,pos_CLegal,pos_CPR,,,
2573,Chief Legal and Governmental Relations Officer,1,pos_CLegal,pos_CPR,,,
2574,Chief Legal and Human Resource Officer,1,pos_CLegal,pos_CHRO,,,
2575,Chief Legal and Human Resources Officer,1,pos_CLegal,pos_CHRO,,,
2576,Chief Legal and Institutional Affairs Officer,1,pos_CLegal,??,,,
2577,Chief Legal and Institutional Relations Officer,1,pos_CLegal,??,,,
2578,Chief Legal and Mergers & Acquisitions Officer,1,pos_CLegal,??,,,
